id	token	Настя	Денис	Лена	tag
67	наборов	B-TERM	B-TERM	B-TERM	O
68	данных	I-TERM	I-TERM	I-TERM	O
69	напрямую	O	O	O	O
70	из	O	O	O	O
71	текстов	O	B-TERM	B-TERM	O
72	затруднено	O	O	O	O
73	в	O	O	O	O
74	силу	O	O	O	O
75	сильной	O	O	O	O
76	разреженности	B-TERM	B-TERM	B-TERM	O
77	текстовых	I-TERM	I-TERM	I-TERM	O
78	корпусов	I-TERM	I-TERM	I-TERM	O
79	.	O	O	O	O
80	Соответственно	O	O	O	O
81	,	O	O	O	O
82	представляется	O	O	O	O
83	перспективным	O	O	O	O
84	улучшение	B-TERM	B-TERM	B-TERM	O
85	качества	I-TERM	I-TERM	I-TERM	O
86	входных	I-TERM	I-TERM	I-TERM	O
87	данных	I-TERM	I-TERM	I-TERM	O
88	за	O	O	O	O
89	счет	O	O	O	O
90	применения	O	O	O	O
91	бутстраппинга	B-TERM	B-TERM	B-TERM	O
92	–	I-TERM	O	O	O
93	технологии	I-TERM	B-TERM	B-TERM	O
94	,	O	O	O	O
95	обеспечивающей	O	O	O	O
96	интеллектуальный	B-TERM	B-TERM	B-TERM	O
97	поиск	I-TERM	I-TERM	I-TERM	O
98	фрагментированной	I-TERM	I-TERM	I-TERM	O
99	информации	I-TERM	I-TERM	I-TERM	O
100	в	O	O	O	O
101	сети	B-TERM	B-TERM	B-TERM	B-TERM
102	Интернет	I-TERM	I-TERM	I-TERM	I-TERM
103	.	O	O	O	O
104	Цель	O	O	O	O
105	данной	O	O	O	O
106	работы	O	O	O	O
107	–	O	O	O	O
108	показать	O	O	O	O
109	,	O	O	O	O
110	что	O	O	O	O
111	при	O	O	O	O
112	правильном	O	O	O	O
113	выборе	B-TERM	O	O	O
114	исходных	I-TERM	B-TERM	B-TERM	O
115	шаблонов	I-TERM	I-TERM	I-TERM	O
116	поиска	I-TERM	I-TERM	I-TERM	O
117	бутстраппинг	I-TERM	B-TERM	B-TERM	O
118	,	O	O	O	O
119	основанный	O	O	O	O
120	на	O	O	O	O
121	использовании	B-TERM	O	O	O
122	открытых	I-TERM	B-TERM	O	O
123	ресурсов	I-TERM	I-TERM	B-TERM	O
124	Интернета	I-TERM	I-TERM	I-TERM	O
125	как	O	O	O	O
126	ценных	O	O	O	O
127	источников	B-TERM	B-TERM	B-TERM	O
128	знаний	I-TERM	I-TERM	I-TERM	O
129	,	O	O	O	O
130	превращается	O	O	O	O
131	в	O	O	O	O
132	эффективный	O	O	O	O
133	инструмент	B-TERM	B-TERM	B-TERM	O
134	поддержки	I-TERM	I-TERM	I-TERM	O
135	концептуального	I-TERM	I-TERM	I-TERM	O
136	моделирования	I-TERM	I-TERM	I-TERM	O
137	.	O	O	O	O
