id	token	Настя	Денис	Лена	tag
54	пользователей	B-TERM	B-TERM	B-TERM	O
55	,	O	O	O	O
56	разделенных	O	O	O	O
57	по	O	O	O	O
58	социально	B-TERM	B-TERM	B-TERM	O
59	-	I-TERM	I-TERM	I-TERM	O
60	экономическим	I-TERM	I-TERM	I-TERM	O
61	и	I-TERM	O	O	O
62	физическим	I-TERM	B-TERM	B-TERM	O
63	параметрам	I-TERM	I-TERM	I-TERM	O
64	,	O	O	O	O
65	с	O	O	O	O
66	использованием	O	O	O	O
67	модифицированного	O	O	O	O
68	алгоритма	B-TERM	B-TERM	B-TERM	O
69	построения	I-TERM	I-TERM	I-TERM	O
70	оптимального	I-TERM	I-TERM	I-TERM	O
71	графа	I-TERM	I-TERM	I-TERM	O
72	USSD	I-TERM	I-TERM	I-TERM	O
73	-	I-TERM	I-TERM	I-TERM	O
74	меню	I-TERM	I-TERM	I-TERM	O
75	.	O	O	O	O
76	В	O	O	O	O
77	работе	O	O	O	O
78	используется	O	O	O	O
79	онтологический	B-TERM	B-TERM	B-TERM	O
80	подход	I-TERM	I-TERM	I-TERM	O
81	для	O	O	O	O
82	формального	B-TERM	B-TERM	B-TERM	O
83	представления	I-TERM	I-TERM	I-TERM	O
84	понятий	O	I-TERM	I-TERM	O
85	данной	O	O	O	O
86	предметной	B-TERM	B-TERM	B-TERM	B-TERM
87	области	I-TERM	I-TERM	I-TERM	I-TERM
88	,	O	O	O	O
89	извлечения	B-TERM	B-TERM	B-TERM	O
90	,	O	O	O	O
91	представления	B-TERM	B-TERM	B-TERM	O
92	и	O	O	O	O
93	обработки	B-TERM	B-TERM	B-TERM	O
94	знаний	I-TERM	I-TERM	I-TERM	O
95	.	O	O	O	O
96	Для	O	O	O	O
97	адаптации	O	B-TERM	B-TERM	O
98	интерфейсов	B-TERM	I-TERM	I-TERM	O
99	используются	O	O	O	O
100	модели	B-TERM	B-TERM	B-TERM	O
101	пользователей	I-TERM	I-TERM	I-TERM	O
102	,	O	O	O	O
103	представляющие	O	O	O	O
104	описания	O	O	O	O
105	их	O	O	O	O
106	потребностей	B-TERM	B-TERM	B-TERM	O
107	,	O	O	O	O
108	целей	B-TERM	B-TERM	B-TERM	O
109	,	O	O	O	O
110	интересов	B-TERM	B-TERM	B-TERM	O
111	.	O	O	O	O
112	Формализация	B-TERM	B-TERM	B-TERM	O
113	поведения	I-TERM	I-TERM	I-TERM	O
114	пользователей	I-TERM	I-TERM	I-TERM	O
115	осуществляется	O	O	O	O
116	при	O	O	O	O
117	помощи	O	O	O	O
118	онтологической	B-TERM	B-TERM	B-TERM	O
119	модели	I-TERM	I-TERM	I-TERM	O
120	мобильных	I-TERM	I-TERM	I-TERM	O
121	и	I-TERM	I-TERM	I-TERM	O
122	интернет	I-TERM	I-TERM	I-TERM	O
123	-	I-TERM	I-TERM	I-TERM	O
124	услуг	I-TERM	I-TERM	I-TERM	O
125	.	O	O	O	O
126	Каждого	O	O	O	O
127	пользователя	B-TERM	B-TERM	B-TERM	O
128	можно	O	O	O	O
129	отнести	O	O	O	O
130	к	O	O	O	O
131	определенной	O	O	O	O
132	модели	B-TERM	B-TERM	B-TERM	O
133	на	O	O	O	O
134	основании	O	O	O	O
135	его	O	O	O	O
136	физических	B-TERM	B-TERM	B-TERM	O
137	и	I-TERM	O	O	O
138	социальных	I-TERM	B-TERM	B-TERM	O
139	параметров	I-TERM	I-TERM	I-TERM	O
140	.	O	O	O	O
141	Программа	B-TERM	B-TERM	B-TERM	O
142	,	I-TERM	O	O	O
143	реализующая	I-TERM	O	O	O
144	адаптацию	I-TERM	B-TERM	B-TERM	O
145	меню	I-TERM	I-TERM	I-TERM	O
146	,	O	O	O	O
147	состоит	O	O	O	O
148	из	O	O	O	O
149	двух	O	O	O	O
150	модулей	B-TERM	B-TERM	B-TERM	O
151	:	O	O	O	O
152	модуль	B-TERM	B-TERM	B-TERM	O
153	получения	I-TERM	I-TERM	I-TERM	O
154	частот	I-TERM	I-TERM	I-TERM	O
155	вызова	I-TERM	I-TERM	I-TERM	O
156	услуг	I-TERM	I-TERM	I-TERM	O
157	на	O	O	O	O
158	основе	O	O	O	O
159	запросов	B-TERM	B-TERM	B-TERM	O
160	к	I-TERM	I-TERM	I-TERM	O
161	онтологии	I-TERM	I-TERM	I-TERM	O
162	и	O	O	O	O
163	модуль	B-TERM	B-TERM	B-TERM	O
164	оптимизации	I-TERM	I-TERM	I-TERM	O
165	графа	I-TERM	I-TERM	I-TERM	O
166	меню	I-TERM	I-TERM	I-TERM	O
167	.	O	O	O	O
168	Алгоритм	B-TERM	B-TERM	B-TERM	O
169	оптимизации	I-TERM	I-TERM	I-TERM	O
170	меню	I-TERM	I-TERM	I-TERM	O
171	работает	O	O	O	O
172	с	O	O	O	O
173	языком	B-TERM	B-TERM	B-TERM	O
174	описания	I-TERM	I-TERM	I-TERM	O
175	графов	I-TERM	I-TERM	I-TERM	O
176	DOT	I-TERM	I-TERM	I-TERM	O
177	.	O	O	O	O
