id	token	Настя	Денис	Лена	tag
103	,	O	O	O	O
104	с	O	O	O	O
105	последующим	O	O	O	O
106	выводом	O	B-TERM	B-TERM	O
107	на	O	O	O	O
108	экран	O	B-TERM	B-TERM	O
109	его	O	O	O	O
110	основных	O	O	O	O
111	заранее	O	O	O	O
112	отобранных	O	O	O	O
113	характеристик	B-TERM	B-TERM	B-TERM	O
114	и	O	O	O	O
115	отображением	O	O	O	O
116	пользователю	B-TERM	B-TERM	B-TERM	O
117	набора	O	O	O	O
118	вероятных	O	O	O	O
119	инструкций	B-TERM	B-TERM	B-TERM	O
120	для	O	O	O	O
121	данного	O	O	O	O
122	типа	B-TERM	B-TERM	B-TERM	O
123	устройств	I-TERM	I-TERM	I-TERM	O
124	.	O	O	O	O
125	Поскольку	O	O	O	O
126	направлением	O	O	O	O
127	данной	O	O	O	O
128	работы	O	O	O	O
129	является	O	O	O	O
130	нахождение	B-TERM	O	B-TERM	O
131	похожих	I-TERM	O	I-TERM	O
132	объектов	I-TERM	B-TERM	I-TERM	O
133	,	O	O	O	O
134	а	O	O	O	O
135	также	O	O	O	O
136	их	O	O	O	O
137	классификация	B-TERM	B-TERM	B-TERM	O
138	на	O	O	O	O
139	основе	O	O	O	O
140	информации	B-TERM	B-TERM	B-TERM	O
141	о	I-TERM	O	I-TERM	O
142	внешнем	I-TERM	B-TERM	I-TERM	O
143	представлении	I-TERM	I-TERM	I-TERM	O
144	объекта	I-TERM	I-TERM	I-TERM	O
145	,	O	O	O	O
146	то	O	O	O	O
147	рассматриваются	O	O	O	O
148	алгоритмы	B-TERM	B-TERM	B-TERM	O
149	получения	I-TERM	I-TERM	I-TERM	O
150	признаков	I-TERM	I-TERM	I-TERM	O
151	объекта	I-TERM	I-TERM	I-TERM	O
152	из	O	O	O	O
153	его	O	O	O	O
154	изображения	O	B-TERM	B-TERM	O
155	.	O	O	O	O
156	В	O	O	O	O
157	статье	O	O	O	O
158	предлагается	O	O	O	O
159	подход	B-TERM	B-TERM	B-TERM	O
160	получения	I-TERM	I-TERM	I-TERM	O
161	определяющих	I-TERM	I-TERM	I-TERM	O
162	признаков	I-TERM	I-TERM	I-TERM	O
163	объекта	I-TERM	I-TERM	I-TERM	O
164	на	O	O	O	O
165	основе	O	O	O	O
166	его	O	O	O	O
167	внешнего	B-TERM	B-TERM	B-TERM	O
168	представления	I-TERM	I-TERM	I-TERM	O
169	(	O	O	O	O
170	контуров	B-TERM	B-TERM	B-TERM	O
171	).	O	O	O	O
