id	token	Настя	Денис	Лена	tag
130	в	O	O	O	O
131	независимом	O	O	O	O
132	от	O	O	O	O
133	платформы	B-TERM	B-TERM	B-TERM	O
134	формате	O	O	B-TERM	O
135	и	O	O	O	O
136	исполнять	O	O	O	O
137	в	O	O	O	O
138	закрытых	B-TERM	O	O	O
139	системах	I-TERM	B-TERM	B-TERM	O
140	.	O	O	O	O
141	В	O	O	O	O
142	предлагаемом	O	O	O	O
143	решении	O	O	O	O
144	используется	O	O	O	O
145	модельно	B-TERM	B-TERM	B-TERM	O
146	-	I-TERM	I-TERM	I-TERM	O
147	ориентированный	I-TERM	I-TERM	I-TERM	O
148	подход	I-TERM	I-TERM	I-TERM	O
149	.	O	O	O	O
150	В	O	O	O	O
151	основе	O	O	O	O
152	платформенно	B-TERM	B-TERM	B-TERM	O
153	-	I-TERM	I-TERM	I-TERM	O
154	независимой	I-TERM	I-TERM	I-TERM	O
155	модели	I-TERM	I-TERM	I-TERM	O
156	лежит	O	O	O	O
157	открытый	O	O	O	O
158	формат	O	O	O	O
159	эксперимента	B-TERM	B-TERM	B-TERM	O
160	PsychoPy	I-TERM	I-TERM	I-TERM	O
161	.	O	O	O	O
162	Для	O	O	O	O
163	исполнения	O	O	O	O
164	полученного	O	O	O	O
165	сценария	B-TERM	B-TERM	B-TERM	O
166	используется	O	O	O	O
167	платформа	B-TERM	B-TERM	B-TERM	O
168	Neurobs	I-TERM	I-TERM	I-TERM	O
169	Presentation	I-TERM	I-TERM	I-TERM	O
170	.	O	O	O	O
171	С	O	O	O	O
172	помощью	O	O	O	O
173	преобразования	O	O	O	O
174	общей	B-TERM	B-TERM	B-TERM	O
175	модели	I-TERM	I-TERM	I-TERM	O
176	сценария	I-TERM	I-TERM	I-TERM	O
177	эксперимента	I-TERM	I-TERM	I-TERM	O
178	в	O	O	O	O
179	модель	B-TERM	B-TERM	B-TERM	O
180	платформы	I-TERM	I-TERM	I-TERM	O
181	и	O	O	O	O
182	описания	O	O	O	O
183	синтаксической	B-TERM	B-TERM	B-TERM	O
184	структуры	I-TERM	I-TERM	I-TERM	O
185	предметно	I-TERM	I-TERM	B-TERM	O
186	-	I-TERM	I-TERM	I-TERM	O
187	ориентированного	I-TERM	I-TERM	I-TERM	O
188	языка	I-TERM	I-TERM	I-TERM	O
189	Presentation	I-TERM	I-TERM	I-TERM	O
190	автоматически	O	O	O	O
191	формируется	O	O	O	O
192	программный	B-TERM	B-TERM	B-TERM	O
193	код	I-TERM	I-TERM	I-TERM	O
194	.	O	O	O	O
195	Реализация	O	O	O	O
196	данного	O	O	O	O
197	подхода	B-TERM	B-TERM	B-TERM	O
198	может	O	O	O	O
199	быть	O	O	O	O
200	расширена	O	O	O	O
201	для	O	O	O	O
202	других	O	O	O	O
203	систем	B-TERM	B-TERM	B-TERM	O
204	представления	I-TERM	I-TERM	I-TERM	O
205	стимулов	I-TERM	I-TERM	I-TERM	O
206	.	O	O	O	O
