id	token	Настя	Денис	Лена	tag
80	клиентскую	B-TERM	B-TERM	B-TERM	O
81	часть	I-TERM	I-TERM	I-TERM	O
82	веб	I-TERM	I-TERM	B-TERM	O
83	-	I-TERM	I-TERM	I-TERM	O
84	приложения	I-TERM	I-TERM	I-TERM	O
85	,	O	O	O	O
86	мы	O	O	O	O
87	предлагаем	O	O	O	O
88	использовать	O	O	O	O
89	инструменты	B-TERM	O	B-TERM	O
90	типа	O	O	O	O
91	Selenium	B-TERM	B-TERM	B-TERM	O
92	WebDriver	I-TERM	I-TERM	I-TERM	O
93	для	O	O	O	O
94	симуляции	B-TERM	B-TERM	B-TERM	O
95	действий	I-TERM	I-TERM	I-TERM	O
96	пользователей	I-TERM	I-TERM	I-TERM	O
97	,	O	O	O	O
98	посылая	O	O	O	O
99	команды	O	O	B-TERM	O
100	настоящим	O	O	O	O
101	браузерам	B-TERM	B-TERM	B-TERM	O
102	.	O	O	O	O
103	В	O	O	O	O
104	методике	B-TERM	O	B-TERM	O
105	применяется	O	O	O	O
106	известный	O	O	O	O
107	шаблон	B-TERM	B-TERM	B-TERM	O
108	проектирования	I-TERM	I-TERM	I-TERM	O
109	Page	I-TERM	I-TERM	I-TERM	O
110	Object	I-TERM	I-TERM	I-TERM	O
111	и	O	O	O	O
112	рассматривается	O	O	O	O
113	ряд	O	O	O	O
114	приемов	B-TERM	O	B-TERM	O
115	,	O	O	O	O
116	позволяющих	O	O	O	O
117	снизить	O	O	O	O
118	хрупкость	B-TERM	O	O	O
119	разрабатываемых	I-TERM	O	O	O
120	тестов	I-TERM	B-TERM	B-TERM	O
121	и	O	O	O	O
122	упростить	O	O	O	O
123	их	O	O	O	O
124	адаптацию	O	O	O	O
125	для	O	O	O	O
126	работы	O	O	O	O
127	с	O	O	O	O
128	новой	O	O	O	O
129	версией	O	B-TERM	O	O
130	системы	B-TERM	I-TERM	B-TERM	O
131	.	O	O	O	O
132	В	O	O	O	O
133	статье	O	O	O	O
134	также	O	O	O	O
135	описано	O	O	O	O
136	применение	O	O	O	O
137	данной	O	O	O	O
138	методики	B-TERM	B-TERM	B-TERM	O
139	для	O	O	O	O
140	организации	B-TERM	O	O	O
141	тестирования	I-TERM	B-TERM	B-TERM	O
142	системы	I-TERM	I-TERM	I-TERM	O
143	NSUts	I-TERM	I-TERM	I-TERM	O
144	и	O	O	O	O
145	проведен	O	O	O	O
146	анализ	B-TERM	B-TERM	B-TERM	O
147	ее	I-TERM	O	O	O
148	эффективности	I-TERM	B-TERM	B-TERM	O
149	.	O	O	O	O
150	Анализ	B-TERM	B-TERM	B-TERM	O
151	показал	O	O	O	O
152	,	O	O	O	O
153	что	O	O	O	O
154	оценочное	B-TERM	O	O	O
155	покрытие	I-TERM	B-TERM	B-TERM	O
156	кода	I-TERM	I-TERM	I-TERM	O
157	данными	O	O	O	O
158	тестами	I-TERM	B-TERM	B-TERM	O
159	достаточно	O	O	O	O
160	высоко	O	O	O	O
161	,	O	O	O	O
162	и	O	O	O	O
163	потому	O	O	O	O
164	методику	B-TERM	B-TERM	B-TERM	O
165	можно	O	O	O	O
166	считать	O	O	O	O
167	эффективной	O	O	O	O
168	и	O	O	O	O
169	применять	O	O	O	O
170	на	O	O	O	O
171	схожих	O	O	O	O
172	веб	B-TERM	B-TERM	B-TERM	O
173	-	I-TERM	I-TERM	I-TERM	O
174	приложениях	I-TERM	I-TERM	I-TERM	O
175	.	O	O	O	O
