id	token	Настя	Денис	Лена	tag
162	результатов	I-TERM	I-TERM	I-TERM	O
163	и	O	O	O	O
164	разработки	O	O	O	O
165	биомедицинских	B-TERM	B-TERM	B-TERM	O
166	баз	I-TERM	I-TERM	I-TERM	O
167	данных	I-TERM	I-TERM	I-TERM	O
168	.	O	O	O	O
169	Представлен	O	O	O	O
170	прототип	B-TERM	B-TERM	B-TERM	O
171	базы	I-TERM	I-TERM	I-TERM	O
172	данных	I-TERM	I-TERM	I-TERM	O
173	дифференциального	I-TERM	I-TERM	I-TERM	O
174	альтернативного	I-TERM	I-TERM	I-TERM	O
175	сплайсинга	I-TERM	I-TERM	I-TERM	O
176	генов	I-TERM	I-TERM	I-TERM	O
177	–	O	O	O	O
178	«	O	O	O	O
179	Дифференциальный	B-TERM	B-TERM	B-TERM	O
180	альтернативный	I-TERM	I-TERM	I-TERM	O
181	сплайсинг	I-TERM	I-TERM	I-TERM	O
182	генов	I-TERM	I-TERM	I-TERM	O
183	человека	I-TERM	I-TERM	I-TERM	O
184	при	O	I-TERM	I-TERM	O
185	вторичной	B-TERM	I-TERM	I-TERM	O
186	глиобластоме	I-TERM	I-TERM	I-TERM	O
187	(	O	O	O	O
188	ДАСГГ	B-TERM	B-TERM	B-TERM	O
189	)»,	O	O	O	O
190	с	O	O	O	O
191	возможностью	O	O	O	O
192	работы	O	O	O	O
193	через	O	O	O	O
194	веб	B-TERM	B-TERM	B-TERM	O
195	-	I-TERM	I-TERM	I-TERM	O
196	сайт	I-TERM	I-TERM	I-TERM	O
197	,	O	O	O	O
198	поиска	O	O	O	O
199	уровней	B-TERM	B-TERM	B-TERM	O
200	экспрессии	I-TERM	I-TERM	I-TERM	O
201	отдельных	I-TERM	I-TERM	I-TERM	O
202	изоформ	I-TERM	I-TERM	I-TERM	O
203	в	O	O	O	O
204	глиальной	B-TERM	B-TERM	B-TERM	O
205	опухоли	I-TERM	I-TERM	I-TERM	O
