id	token	Настя	Денис	Лена	tag
104	структурных	I-TERM	I-TERM	I-TERM	O
105	моделей	I-TERM	I-TERM	I-TERM	O
106	в	O	O	O	O
107	случайных	B-TERM	B-TERM	B-TERM	O
108	графах	I-TERM	I-TERM	I-TERM	O
109	могут	O	O	O	O
110	быть	O	O	O	O
111	зафиксированы	O	O	O	O
112	следующие	O	O	O	O
113	характеристики	B-TERM	B-TERM	B-TERM	O
114	:	O	O	O	O
115	распределение	B-TERM	B-TERM	B-TERM	O
116	степеней	I-TERM	I-TERM	I-TERM	O
117	вершин	I-TERM	I-TERM	I-TERM	O
118	,	O	O	O	O
119	попарное	B-TERM	B-TERM	B-TERM	O
120	распределение	I-TERM	I-TERM	I-TERM	O
121	степеней	I-TERM	I-TERM	I-TERM	O
122	вершин	I-TERM	I-TERM	I-TERM	O
123	,	O	O	O	O
124	средняя	B-TERM	B-TERM	B-TERM	O
125	степень	I-TERM	I-TERM	I-TERM	O
126	соседних	I-TERM	I-TERM	I-TERM	O
127	вершин	I-TERM	I-TERM	I-TERM	O
128	,	O	O	O	O
129	коэффициент	B-TERM	B-TERM	B-TERM	O
130	кластеризации	I-TERM	I-TERM	I-TERM	O
131	,	O	O	O	O
132	спектр	B-TERM	B-TERM	B-TERM	O
133	кластеризации	I-TERM	I-TERM	I-TERM	O
134	,	O	O	O	O
135	частота	B-TERM	B-TERM	B-TERM	O
136	структурных	I-TERM	I-TERM	I-TERM	O
137	мотивов	I-TERM	I-TERM	I-TERM	O
138	различных	I-TERM	O	O	O
139	размеров	I-TERM	O	O	O
140	и	O	O	O	O
141	др	O	O	O	O
142	.	O	O	O	O
143	Разработанная	O	O	O	O
144	система	B-TERM	B-TERM	B-TERM	O
145	построена	O	O	O	O
146	по	O	O	O	O
147	архитектуре	B-TERM	B-TERM	B-TERM	O
148	клиент	I-TERM	I-TERM	I-TERM	O
149	-	I-TERM	I-TERM	I-TERM	O
150	сервер	I-TERM	I-TERM	I-TERM	O
151	и	O	O	O	O
152	состоит	O	O	O	O
153	из	O	O	O	O
154	плагина	B-TERM	B-TERM	B-TERM	O
155	Cytoscape	I-TERM	I-TERM	I-TERM	O
156	и	O	O	O	O
157	удаленного	B-TERM	B-TERM	B-TERM	O
158	вычислительного	I-TERM	I-TERM	I-TERM	O
159	сервиса	I-TERM	I-TERM	I-TERM	O
160	.	O	O	O	O
161	Взаимодействие	O	O	O	O
162	между	O	O	O	O
163	клиентом	B-TERM	B-TERM	B-TERM	O
164	и	O	O	O	O
165	сервером	B-TERM	B-TERM	B-TERM	O
166	реализовано	O	O	O	O
167	посредством	O	O	O	O
168	фреймворка	B-TERM	B-TERM	B-TERM	O
169	gRPC	I-TERM	I-TERM	I-TERM	O
170	с	O	O	O	O
171	применением	O	O	O	O
172	протокола	B-TERM	B-TERM	B-TERM	O
173	сериализации	I-TERM	I-TERM	I-TERM	O
174	структурированных	I-TERM	I-TERM	I-TERM	O
175	данных	I-TERM	I-TERM	I-TERM	O
176	Protocol	I-TERM	I-TERM	I-TERM	O
177	Buffers	I-TERM	I-TERM	I-TERM	O
178	.	O	O	O	O
179	Система	O	O	O	O
180	позволяет	O	O	O	O
181	асинхронно	O	O	O	O
182	конструировать	O	O	O	O
183	структурные	B-TERM	B-TERM	B-TERM	O
184	модели	I-TERM	I-TERM	I-TERM	O
185	заданных	I-TERM	I-TERM	I-TERM	O
186	биологических	I-TERM	I-TERM	I-TERM	O
187	сетей	I-TERM	I-TERM	I-TERM	O
188	в	O	O	O	O
189	виде	O	O	O	O
190	случайных	B-TERM	B-TERM	B-TERM	O
191	графов	I-TERM	I-TERM	I-TERM	O
192	посредством	O	O	O	O
193	программ	B-TERM	B-TERM	B-TERM	O
194	Random	I-TERM	I-TERM	I-TERM	O
195	Network	I-TERM	I-TERM	I-TERM	O
196	Generator	I-TERM	I-TERM	I-TERM	O
197	и	O	O	O	O
198	GTrie	I-TERM	B-TERM	B-TERM	O
199	Scanner	I-TERM	I-TERM	I-TERM	O
200	.	O	O	O	O
201	Результат	O	O	O	O
202	построения	O	O	O	O
203	может	O	O	O	O
204	быть	O	O	O	O
205	загружен	O	O	O	O
206	для	O	O	O	O
207	визуализации	B-TERM	B-TERM	B-TERM	O
208	и	O	O	O	O
209	анализа	B-TERM	B-TERM	B-TERM	O
210	средствами	I-TERM	O	O	O
211	пакета	I-TERM	B-TERM	B-TERM	O
212	Сytoscape	I-TERM	I-TERM	I-TERM	O
213	.	O	O	O	O
214	С	O	O	O	O
215	использованием	O	O	O	O
216	разработанной	O	O	O	O
217	системы	B-TERM	B-TERM	B-TERM	O
218	проведен	O	O	O	O
219	вычислительный	B-TERM	B-TERM	B-TERM	O
220	эксперимент	I-TERM	I-TERM	I-TERM	O
221	по	O	O	O	O
222	реконструкции	B-TERM	B-TERM	B-TERM	O
223	структурных	I-TERM	I-TERM	I-TERM	O
224	моделей	I-TERM	I-TERM	I-TERM	O
225	ряда	O	I-TERM	I-TERM	O
226	биологических	I-TERM	I-TERM	I-TERM	O
227	сетей	I-TERM	I-TERM	I-TERM	O
228	,	O	O	O	O
229	для	O	O	O	O
230	которых	O	O	O	O
231	удалось	O	O	O	O
232	построить	O	O	O	O
233	алгоритм	B-TERM	B-TERM	B-TERM	O
234	предсказания	I-TERM	I-TERM	I-TERM	O
235	времени	I-TERM	I-TERM	I-TERM	O
236	расчетов	I-TERM	I-TERM	I-TERM	O
237	структурных	I-TERM	I-TERM	I-TERM	O
238	моделей	I-TERM	I-TERM	I-TERM	O
239	.	O	O	O	O
