id	token	Настя	Денис	Лена	tag
96	Рассчитаны	O	O	O	O
97	кластеры	B-TERM	B-TERM	B-TERM	O
98	сайтов	I-TERM	I-TERM	I-TERM	O
99	связывания	I-TERM	I-TERM	I-TERM	O
100	транскрипционных	I-TERM	I-TERM	I-TERM	O
101	факторов	I-TERM	I-TERM	I-TERM	O
102	в	I-TERM	O	O	O
103	геноме	I-TERM	B-TERM	B-TERM	O
104	человека	I-TERM	I-TERM	I-TERM	O
105	по	O	O	O	O
106	базе	B-TERM	B-TERM	B-TERM	O
107	данных	I-TERM	I-TERM	I-TERM	O
108	Cistrome	I-TERM	I-TERM	I-TERM	O
109	,	O	O	O	O
110	построены	O	O	O	O
111	матрицы	B-TERM	B-TERM	B-TERM	O
112	совместной	I-TERM	I-TERM	I-TERM	O
113	встречаемости	I-TERM	I-TERM	I-TERM	O
114	пар	I-TERM	I-TERM	O	O
115	сайтов	I-TERM	I-TERM	B-TERM	O
116	связывания	I-TERM	I-TERM	I-TERM	O
117	различных	I-TERM	I-TERM	I-TERM	O
118	транскрипционных	I-TERM	I-TERM	I-TERM	O
119	факторов	I-TERM	I-TERM	I-TERM	O
120	в	I-TERM	O	O	O
121	геноме	I-TERM	B-TERM	B-TERM	O
122	для	O	O	O	O
123	различных	O	O	O	O
124	типов	B-TERM	B-TERM	B-TERM	O
125	тканей	I-TERM	I-TERM	I-TERM	O
126	и	O	O	O	O
127	культур	B-TERM	B-TERM	B-TERM	O
128	клеток	I-TERM	I-TERM	I-TERM	O
129	.	O	O	O	O
130	Проведен	O	O	O	O
131	вычислительный	B-TERM	B-TERM	B-TERM	O
132	эксперимент	I-TERM	I-TERM	I-TERM	O
133	по	O	O	O	O
134	компьютерной	B-TERM	B-TERM	B-TERM	O
135	генерации	I-TERM	I-TERM	I-TERM	O
136	случайных	I-TERM	I-TERM	I-TERM	O
137	кластеров	I-TERM	I-TERM	I-TERM	O
138	в	I-TERM	O	O	O
139	геноме	I-TERM	B-TERM	B-TERM	O
140	,	O	O	O	O
141	а	O	O	O	O
142	также	O	O	O	O
143	оценке	B-TERM	B-TERM	B-TERM	O
144	встре	I-TERM	I-TERM	I-TERM	O
145	-	I-TERM	I-TERM	I-TERM	O
146	чаемости	I-TERM	I-TERM	I-TERM	O
147	кластеров	I-TERM	I-TERM	I-TERM	O
148	большого	I-TERM	O	O	O
149	размера	I-TERM	O	O	O
150	для	O	O	O	O
151	экспериментально	O	O	O	O
152	полученных	O	O	O	O
153	сайтов	B-TERM	B-TERM	B-TERM	O
154	связывания	I-TERM	I-TERM	I-TERM	O
155	транскрипционных	I-TERM	I-TERM	I-TERM	O
156	факторов	I-TERM	I-TERM	I-TERM	O
157	в	I-TERM	O	O	O
158	геноме	I-TERM	B-TERM	B-TERM	O
159	человека	I-TERM	I-TERM	I-TERM	O
160	.	O	O	O	O
161	Найдены	O	O	O	O
162	закономерности	O	B-TERM	O	O
163	встречаемости	O	I-TERM	O	O
164	сайтов	I-TERM	I-TERM	B-TERM	O
165	факторов	I-TERM	I-TERM	I-TERM	O
166	плюрипотентности	I-TERM	I-TERM	I-TERM	O
167	в	I-TERM	O	O	O
168	эмбриональных	I-TERM	B-TERM	B-TERM	O
169	стволовых	I-TERM	I-TERM	I-TERM	O
170	клетках	I-TERM	I-TERM	I-TERM	O
171	.	O	O	O	O
172	Разработанное	O	O	O	O
173	программное	B-TERM	B-TERM	B-TERM	B-TERM
174	обеспечение	I-TERM	I-TERM	I-TERM	I-TERM
175	доступно	O	O	O	O
176	по	O	O	O	O
177	запросу	O	O	O	O
178	к	O	O	O	O
179	авторам	O	O	O	O
