id	token	Настя	Денис	Лена	tag
85	внедрение	O	I-TERM	O	O
86	,	O	O	O	O
87	не	O	O	O	O
88	появилось	O	O	O	O
89	четкой	O	B-TERM	O	O
90	формулировки	B-TERM	I-TERM	O	O
91	объектно	I-TERM	I-TERM	B-TERM	O
92	-	I-TERM	I-TERM	I-TERM	O
93	ориентированной	I-TERM	I-TERM	I-TERM	O
94	модели	I-TERM	I-TERM	I-TERM	O
95	данных	I-TERM	I-TERM	I-TERM	O
96	,	O	O	O	O
97	каждый	O	O	O	O
98	коллектив	O	B-TERM	O	O
99	представлял	O	O	O	O
100	свое	O	O	O	O
101	видение	O	O	O	O
102	применения	O	B-TERM	O	O
103	принципов	B-TERM	I-TERM	B-TERM	O
104	ООП	I-TERM	I-TERM	I-TERM	O
105	к	O	O	O	O
106	проектированию	I-TERM	B-TERM	B-TERM	O
107	баз	I-TERM	I-TERM	I-TERM	O
108	данных	I-TERM	I-TERM	I-TERM	O
109	.	O	O	O	O
110	Отсутствие	O	O	O	O
111	универсальной	O	B-TERM	O	O
112	модели	B-TERM	I-TERM	B-TERM	O
113	данных	I-TERM	I-TERM	I-TERM	O
114	с	O	O	O	O
115	проработанным	O	O	O	O
116	математическим	B-TERM	B-TERM	B-TERM	B-TERM
117	аппаратом	I-TERM	I-TERM	I-TERM	I-TERM
118	(	O	O	O	O
119	как	O	O	O	O
120	в	O	O	O	O
121	случае	O	O	O	O
122	реляционных	B-TERM	B-TERM	B-TERM	O
123	баз	I-TERM	I-TERM	I-TERM	O
124	данных	I-TERM	I-TERM	I-TERM	O
125	)	O	O	O	O
126	и	O	O	O	O
127	сегодня	O	O	O	O
128	является	O	O	O	O
129	основной	O	O	O	O
130	проблемой	O	B-TERM	O	O
131	распространения	O	I-TERM	O	O
132	ООСУБД	B-TERM	I-TERM	B-TERM	O
133	.	O	O	O	O
134	Однако	O	O	O	O
135	применение	O	B-TERM	O	O
136	реляционных	B-TERM	I-TERM	B-TERM	O
137	СУБД	I-TERM	I-TERM	I-TERM	O
138	порождает	O	O	O	O
139	ряд	O	O	O	O
140	проблем	O	O	O	O
141	,	O	O	O	O
142	которые	O	O	O	O
143	наиболее	O	O	O	O
144	остро	O	O	O	O
145	ощущаются	O	O	O	O
146	в	O	O	O	O
147	таких	O	O	O	O
148	областях	O	O	O	O
149	,	O	O	O	O
150	как	O	O	O	O
151	системы	B-TERM	B-TERM	B-TERM	B-TERM
152	автоматизированного	I-TERM	I-TERM	I-TERM	I-TERM
153	проектирования	I-TERM	I-TERM	I-TERM	I-TERM
154	,	O	O	O	O
155	автоматизированное	B-TERM	B-TERM	B-TERM	O
156	производство	I-TERM	I-TERM	I-TERM	O
157	,	O	O	O	O
158	системы	B-TERM	B-TERM	B-TERM	O
159	,	O	O	I-TERM	O
160	основанные	I-TERM	O	I-TERM	O
161	на	I-TERM	O	I-TERM	O
162	знаниях	I-TERM	B-TERM	I-TERM	O
163	,	O	O	O	O
164	и	O	O	O	O
165	др	O	O	O	O
166	.	O	O	O	O
167	ООБД	B-TERM	B-TERM	B-TERM	O
168	позволяют	O	O	O	O
169	объединить	O	O	O	O
170	программный	B-TERM	B-TERM	B-TERM	O
171	код	I-TERM	I-TERM	I-TERM	O
172	и	O	O	O	O
173	данные	B-TERM	B-TERM	B-TERM	O
174	,	O	O	O	O
175	избежать	O	O	O	O
176	различий	B-TERM	O	O	O
177	между	I-TERM	O	O	O
178	представлениями	I-TERM	B-TERM	B-TERM	O
179	информации	I-TERM	I-TERM	I-TERM	O
180	в	O	O	O	O
181	базе	B-TERM	B-TERM	B-TERM	O
182	и	O	O	O	O
183	прикладной	B-TERM	B-TERM	B-TERM	B-TERM
184	программе	I-TERM	I-TERM	I-TERM	I-TERM
185	,	O	O	O	O
186	вследствие	O	O	O	O
187	чего	O	O	O	O
188	интерес	O	O	O	O
189	к	O	O	O	O
190	ним	O	O	O	O
191	проявляют	O	O	O	O
192	современные	O	O	O	O
193	разработчики	B-TERM	B-TERM	O	O
194	.	O	O	O	O
195	Современный	O	O	O	O
196	рынок	O	B-TERM	O	O
197	программного	B-TERM	I-TERM	B-TERM	O
198	инструментария	I-TERM	I-TERM	I-TERM	O
199	представлен	O	O	O	O
200	рядом	O	O	O	O
201	ООСУБД	B-TERM	B-TERM	B-TERM	O
202	,	O	O	O	O
203	но	O	O	O	O
204	ни	O	O	O	O
205	одна	O	O	O	O
206	из	O	O	O	O
207	них	O	O	O	O
208	не	O	O	O	O
209	может	O	O	O	O
210	конкурировать	O	O	O	O
211	с	O	O	O	O
212	крупнейшими	O	O	O	O
213	поставщиками	O	B-TERM	O	O
214	СУБД	B-TERM	I-TERM	B-TERM	O
215	.	O	O	O	O
